stress_axis,stress_level,method,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
actuator_saturation,0.2,mechanics_gap_auditor_v5,1,120,0.54167,0.60140,0.12500,0.10000,0.23333,0.11512,0.35756,0.54167,0.06780,0.14118,0.27439,0.17507
actuator_saturation,0.2,mechanics_gap_auditor_v5,2,120,0.54167,0.63576,0.05833,0.20000,0.30612,0.11144,0.34380,0.64000,0.07272,0.11276,0.27091,0.09514
actuator_saturation,0.2,mechanics_gap_auditor_v5,3,120,0.49167,0.65823,0.09167,0.15000,0.30769,0.11165,0.35044,0.53333,0.06288,0.13928,0.27932,0.08199
actuator_saturation,0.2,mechanics_gap_auditor_v5,4,120,0.59167,0.60938,0.08333,0.21667,0.40476,0.11744,0.34336,0.35000,0.06747,0.12297,0.26116,0.11027
actuator_saturation,0.2,mechanics_gap_auditor_v5,5,120,0.52500,0.58993,0.04167,0.19167,0.37209,0.11133,0.34325,0.53571,0.07130,0.09621,0.26598,0.10445
actuator_saturation,0.2,mechanics_gap_auditor_v5,6,120,0.60833,0.58268,0.04167,0.15833,0.31373,0.11579,0.33763,0.58333,0.07163,0.08480,0.25795,0.23605
actuator_saturation,0.2,mechanics_gap_auditor_v5,7,120,0.58333,0.59155,0.03333,0.17500,0.50000,0.11245,0.34246,0.50000,0.06663,0.09567,0.26218,0.18932
actuator_saturation,0.2,mechanics_gap_auditor_v5,8,120,0.55833,0.64286,0.09167,0.14167,0.42222,0.11611,0.33964,0.75000,0.07263,0.11342,0.26037,0.17062
actuator_saturation,0.2,mechanics_gap_auditor_v5,9,120,0.54167,0.63380,0.04167,0.20000,0.32500,0.11488,0.34557,0.70833,0.06613,0.10328,0.27149,0.10852
actuator_saturation,0.2,oracle_mechanics_repair,0,120,0.68333,0.84375,0.04167,0.10833,0.54945,0.09463,0.11081,1.00000,0.08960,0.06642,0.16860,0.43958
actuator_saturation,0.2,oracle_mechanics_repair,1,120,0.66667,0.80214,0.07500,0.10000,0.43820,0.09524,0.12054,1.00000,0.09352,0.09155,0.17926,0.40304
actuator_saturation,0.2,oracle_mechanics_repair,2,120,0.71667,0.83158,0.05000,0.12500,0.50549,0.09586,0.11003,1.00000,0.08885,0.07336,0.17067,0.44567
actuator_saturation,0.2,oracle_mechanics_repair,3,120,0.68333,0.82474,0.06667,0.05833,0.62069,0.09855,0.11185,1.00000,0.08968,0.07170,0.16844,0.48814
actuator_saturation,0.2,oracle_mechanics_repair,4,120,0.69167,0.73810,0.05833,0.15000,0.41667,0.09045,0.12993,0.95238,0.08902,0.07977,0.17781,0.37715
actuator_saturation,0.2,oracle_mechanics_repair,5,120,0.69167,0.72316,0.06667,0.09167,0.45122,0.09127,0.13394,0.95238,0.08868,0.08033,0.17641,0.44506
actuator_saturation,0.2,oracle_mechanics_repair,6,120,0.64167,0.75294,0.05000,0.11667,0.38372,0.09338,0.12656,0.87500,0.08027,0.07633,0.17714,0.37786
actuator_saturation,0.2,oracle_mechanics_repair,7,120,0.67500,0.82540,0.02500,0.10000,0.49438,0.09282,0.11319,1.00000,0.08210,0.05832,0.17322,0.45454
actuator_saturation,0.2,oracle_mechanics_repair,8,120,0.55833,0.76243,0.08333,0.14167,0.40000,0.08983,0.12781,1.00000,0.09027,0.09324,0.17900,0.23712
actuator_saturation,0.2,oracle_mechanics_repair,9,120,0.71667,0.79570,0.02500,0.10000,0.44792,0.09201,0.11446,1.00000,0.09385,0.05268,0.17622,0.49463
actuator_saturation,0.2,residual_dynamics_repair,0,120,0.52500,0.57554,0.11667,0.13333,0.23810,0.14866,0.41703,0.66667,0.06323,0.15701,0.30638,0.09818
actuator_saturation,0.2,residual_dynamics_repair,1,120,0.53333,0.47059,0.10833,0.15000,0.36842,0.15277,0.41283,0.47368,0.06582,0.14104,0.29621,0.09696
actuator_saturation,0.2,residual_dynamics_repair,2,120,0.60833,0.39669,0.05833,0.13333,0.27027,0.14920,0.43217,0.46667,0.05832,0.12301,0.30817,0.22039
actuator_saturation,0.2,residual_dynamics_repair,3,120,0.48333,0.61314,0.05000,0.15833,0.31579,0.14228,0.41161,0.72727,0.05515,0.12170,0.30168,0.07525
actuator_saturation,0.2,residual_dynamics_repair,4,120,0.50833,0.50435,0.13333,0.17500,0.25641,0.15087,0.41288,0.46154,0.06382,0.16028,0.29502,0.02143
actuator_saturation,0.2,residual_dynamics_repair,5,120,0.50833,0.49573,0.05833,0.16667,0.25000,0.15098,0.41451,0.62500,0.05257,0.12103,0.29845,0.08640
actuator_saturation,0.2,residual_dynamics_repair,6,120,0.54167,0.49057,0.11667,0.17500,0.28205,0.15534,0.41117,0.40000,0.05715,0.15259,0.29318,0.06833
actuator_saturation,0.2,residual_dynamics_repair,7,120,0.60833,0.48387,0.04167,0.15833,0.30769,0.14448,0.42239,0.45455,0.04982,0.12762,0.30589,0.20003
actuator_saturation,0.2,residual_dynamics_repair,8,120,0.57500,0.50847,0.10000,0.13333,0.28571,0.15385,0.41431,0.54545,0.05765,0.13513,0.29484,0.16807
actuator_saturation,0.2,residual_dynamics_repair,9,120,0.53333,0.53333,0.07500,0.17500,0.28571,0.15090,0.41710,0.38462,0.06132,0.13342,0.30052,0.08439
actuator_saturation,0.2,robust_mpc_fallback,0,120,0.56667,0.14737,0.07500,0.10833,1.00000,0.22611,0.53849,0.00000,0.03565,0.11532,0.26351,0.18342
actuator_saturation,0.2,robust_mpc_fallback,1,120,0.63333,0.14118,0.05833,0.06667,0.00000,0.22341,0.52871,0.00000,0.03457,0.09571,0.25661,0.32158
actuator_saturation,0.2,robust_mpc_fallback,2,120,0.54167,0.13187,0.07500,0.14167,0.00000,0.22421,0.53663,0.00000,0.03440,0.11977,0.26308,0.11567
actuator_saturation,0.2,robust_mpc_fallback,3,120,0.54167,0.08511,0.10000,0.05000,0.00000,0.22508,0.54991,0.00000,0.03715,0.12630,0.26650,0.21147
actuator_saturation,0.2,robust_mpc_fallback,4,120,0.60833,0.19512,0.08333,0.05833,0.66667,0.22802,0.51535,0.00000,0.03732,0.10690,0.25080,0.29357
actuator_saturation,0.2,robust_mpc_fallback,5,120,0.60000,0.07407,0.05000,0.05833,1.00000,0.22636,0.52950,0.00000,0.03440,0.08951,0.25654,0.30503
actuator_saturation,0.2,robust_mpc_fallback,6,120,0.61667,0.13333,0.03333,0.05000,0.00000,0.22533,0.51914,0.00000,0.03232,0.07589,0.25335,0.34932
actuator_saturation,0.2,robust_mpc_fallback,7,120,0.55833,0.15385,0.08333,0.07500,0.00000,0.22394,0.53464,0.00000,0.03832,0.11565,0.26187,0.21308
actuator_saturation,0.2,robust_mpc_fallback,8,120,0.63333,0.25287,0.03333,0.08333,0.00000,0.22389,0.51783,0.33333,0.03382,0.07990,0.25138,0.32240
actuator_saturation,0.2,robust_mpc_fallback,9,120,0.56667,0.11628,0.09167,0.05833,0.00000,0.22510,0.53123,0.00000,0.03832,0.12468,0.26287,0.23539
actuator_saturation,0.4,active_probe_then_plan,0,120,0.46667,0.75641,0.07500,0.25000,0.36842,0.11025,0.31194,0.65957,0.08325,0.12800,0.28376,-0.05117
actuator_saturation,0.4,active_probe_then_plan,1,120,0.61667,0.64286,0.07500,0.13333,0.44186,0.11341,0.31481,0.62791,0.08275,0.11139,0.27429,0.25150
actuator_saturation,0.4,active_probe_then_plan,2,120,0.51667,0.48739,0.05833,0.23333,0.16667,0.11219,0.35058,0.58333,0.07267,0.12110,0.29524,0.02284
actuator_saturation,0.4,active_probe_then_plan,3,120,0.66667,0.52893,0.06667,0.16667,0.33333,0.11458,0.33395,0.55814,0.08008,0.10909,0.28061,0.26011
actuator_saturation,0.4,active_probe_then_plan,4,120,0.48333,0.63309,0.08333,0.15000,0.42424,0.11396,0.32915,0.66667,0.07092,0.12805,0.28242,0.08585
actuator_saturation,0.4,active_probe_then_plan,5,120,0.57500,0.59459,0.09167,0.18333,0.42857,0.11169,0.33779,0.58333,0.08383,0.13280,0.29153,0.12342
actuator_saturation,0.4,active_probe_then_plan,6,120,0.60000,0.61644,0.04167,0.16667,0.48718,0.11018,0.32900,0.62791,0.07942,0.11546,0.28926,0.20342
actuator_saturation,0.4,active_probe_then_plan,7,120,0.59167,0.56489,0.06667,0.11667,0.32500,0.11261,0.33042,0.48936,0.08358,0.10680,0.28169,0.24851
actuator_saturation,0.4,active_probe_then_plan,8,120,0.51667,0.57576,0.12500,0.15000,0.29412,0.11596,0.33575,0.58696,0.08583,0.15445,0.28709,0.08194
actuator_saturation,0.4,active_probe_then_plan,9,120,0.56667,0.63309,0.06667,0.17500,0.41026,0.11371,0.32133,0.62791,0.08008,0.11036,0.27727,0.15266
actuator_saturation,0.4,conformal_risk_gate,0,120,0.28333,0.27723,0.50000,0.05833,0.00000,0.31998,0.79190,1.00000,0.06420,0.41149,0.38326,-0.44203
actuator_saturation,0.4,conformal_risk_gate,1,120,0.35000,0.33684,0.45833,0.05000,0.00000,0.31600,0.77037,0.00000,0.06037,0.37630,0.37050,-0.32311
actuator_saturation,0.4,conformal_risk_gate,2,120,0.24167,0.30435,0.48333,0.09167,0.00000,0.32371,0.77632,0.00000,0.06170,0.40295,0.37046,-0.50885
actuator_saturation,0.4,conformal_risk_gate,3,120,0.30833,0.32184,0.46667,0.07500,1.00000,0.32217,0.76874,0.25000,0.06387,0.38352,0.36685,-0.40368
actuator_saturation,0.4,conformal_risk_gate,4,120,0.29167,0.23158,0.40000,0.08333,0.00000,0.31468,0.78520,0.50000,0.06037,0.36441,0.37579,-0.39566
actuator_saturation,0.4,conformal_risk_gate,5,120,0.29167,0.28037,0.45000,0.09167,0.00000,0.31729,0.78804,0.00000,0.06145,0.40002,0.38620,-0.44574
actuator_saturation,0.4,conformal_risk_gate,6,120,0.29167,0.31193,0.45833,0.05000,1.00000,0.31614,0.79037,0.00000,0.06178,0.40679,0.38644,-0.40122
